transaction_id,date,time,outlet_id,customer_id,instore,order,line_item_id,product_id,quantity,line_item_amount,unit_price,promo_item
2630,2019-04-05,19:48:48,8,8362,Y,1,1,32,1,3.00,3.00,N
2633,2019-04-05,19:17:48,8,8453,Y,1,1,38,2,7.50,3.75,N
2638,2019-04-05,13:11:35,8,8458,Y,1,1,61,1,4.75,4.75,N
2639,2019-04-05,11:27:14,8,8411,N,1,1,55,1,4.00,4.00,N
2641,2019-04-05,08:34:05,8,8336,Y,1,1,34,1,2.45,2.45,N
2645,2019-04-05,16:46:12,8,8313,Y,1,1,50,1,2.50,2.50,N
2654,2019-04-05,18:56:36,8,8247,Y,1,1,22,2,4.00,2.00,N
2673,2019-04-05,17:14:36,8,8289,Y,1,1,33,2,7.00,3.50,N
2677,2019-04-05,13:50:41,8,8103,Y,1,1,35,1,3.10,3.10,N
2685,2019-04-05,18:32:10,8,8117,N,1,1,29,2,5.00,2.50,N
2686,2019-04-05,10:10:45,8,8266,N,1,1,60,2,7.50,3.75,N
2688,2019-04-05,19:52:51,8,8172,N,1,1,24,2,6.00,3.00,N
2695,2019-04-05,09:14:20,8,8267,Y,1,1,33,1,3.50,3.50,N
2703,2019-04-05,19:25:15,8,8383,N,1,1,23,1,2.50,2.50,N
2722,2019-04-05,14:13:14,8,8261,Y,1,1,39,2,8.50,4.25,N
2727,2019-04-05,16:57:35,8,8073,N,1,1,48,2,5.00,2.50,N
2729,2019-04-05,16:57:27,8,8088,N,1,1,26,2,6.00,3.00,N
2759,2019-04-05,11:31:29,8,8438,Y,1,1,44,2,5.00,2.50,N
2760,2019-04-05,10:27:45,8,8372,N,1,1,39,2,8.50,4.25,N
2767,2019-04-05,14:30:42,8,8256,Y,1,1,57,2,6.20,3.10,N
2771,2019-04-05,17:15:28,8,8059,N,1,1,28,1,2.00,2.00,N
2775,2019-04-05,14:46:51,8,8233,Y,1,1,26,1,3.00,3.00,N
2778,2019-04-05,10:22:26,8,8347,N,1,1,52,2,5.00,2.50,N
2787,2019-04-05,16:38:45,8,8059,Y,1,1,51,2,6.00,3.00,N
2788,2019-04-05,14:09:44,8,8180,N,1,1,43,1,3.00,3.00,N
2791,2019-04-05,17:09:31,8,8387,N,1,1,58,1,3.50,3.50,N
2792,2019-04-05,12:01:37,8,8322,Y,1,1,34,1,2.45,2.45,N
2795,2019-04-05,17:54:00,8,8319,N,1,1,54,2,5.00,2.50,N
2807,2019-04-05,13:51:27,8,8229,N,1,1,23,2,5.00,2.50,N
2809,2019-04-05,10:52:36,8,8472,N,1,1,46,1,2.50,2.50,N
2815,2019-04-05,16:27:29,8,8443,Y,1,1,48,1,2.50,2.50,N
2830,2019-04-05,17:24:47,8,8061,N,1,1,47,1,3.00,3.00,N
2833,2019-04-05,15:39:29,8,8154,Y,1,1,47,2,6.00,3.00,N
2834,2019-04-05,15:49:41,8,8200,Y,1,1,57,1,3.10,3.10,N
2840,2019-04-05,11:14:49,8,8018,Y,1,1,60,2,7.50,3.75,N
2845,2019-04-05,10:50:46,8,8365,N,1,1,32,1,3.00,3.00,N
2854,2019-04-05,19:23:44,8,8225,Y,1,1,52,2,5.00,2.50,N
1,2019-04-06,16:05:09,3,173,N,1,1,23,2,5.00,2.50,N
2,2019-04-06,15:30:41,3,653,Y,1,1,25,2,4.40,2.20,N
3,2019-04-06,18:31:14,3,610,Y,1,1,47,2,6.00,3.00,N
4,2019-04-06,14:13:48,3,638,Y,1,1,32,2,6.00,3.00,N
5,2019-04-06,12:45:25,3,213,N,1,1,42,1,2.50,2.50,N
6,2019-04-06,17:57:26,3,168,Y,1,1,32,1,3.00,3.00,N
6,2019-04-06,17:57:26,3,168,Y,1,5,73,1,3.75,3.75,N
7,2019-04-06,15:37:42,3,643,Y,1,1,57,2,6.20,3.10,N
8,2019-04-06,18:13:51,3,256,Y,1,1,34,2,4.90,2.45,N
9,2019-04-06,18:02:34,3,674,N,1,1,23,1,2.50,2.50,N
10,2019-04-06,16:30:14,3,708,Y,1,1,27,2,7.00,3.50,N
11,2019-04-06,15:22:02,3,141,N,1,1,52,2,5.00,2.50,N
11,2019-04-06,15:22:02,3,141,N,1,5,79,1,3.75,3.75,N
12,2019-04-06,15:05:31,3,227,N,1,1,26,2,6.00,3.00,N
13,2019-04-06,13:00:12,3,688,Y,1,1,27,2,7.00,3.50,N
14,2019-04-06,17:42:56,3,750,N,1,1,24,2,6.00,3.00,N
15,2019-04-06,19:25:35,3,751,N,1,1,27,1,3.50,3.50,N
16,2019-04-06,15:49:22,3,136,Y,1,1,36,1,3.75,3.75,N
17,2019-04-06,14:06:54,3,759,Y,1,1,55,1,4.00,4.00,N
17,2019-04-06,14:06:54,3,759,Y,1,5,72,1,3.25,3.25,N
18,2019-04-06,11:07:24,3,154,Y,1,1,31,2,4.40,2.20,N
19,2019-04-06,18:45:46,3,231,N,1,1,50,2,5.00,2.50,N
20,2019-04-06,12:36:56,3,448,N,1,1,49,2,6.00,3.00,N
21,2019-04-06,13:02:12,3,610,Y,1,1,59,1,4.50,4.50,N
22,2019-04-06,12:53:37,3,115,Y,1,1,47,2,6.00,3.00,N
23,2019-04-06,18:28:43,3,15,N,1,1,46,1,2.50,2.50,N
24,2019-04-06,15:18:36,3,746,N,1,1,51,1,3.00,3.00,N
24,2019-04-06,15:18:36,3,746,N,1,5,72,1,3.25,3.25,N
25,2019-04-06,19:14:27,3,87,Y,1,1,44,1,2.50,2.50,N
26,2019-04-06,19:27:38,3,91,N,1,1,49,1,3.00,3.00,N
27,2019-04-06,18:07:19,3,570,N,1,1,30,1,3.00,3.00,N
27,2019-04-06,18:07:19,3,570,N,1,5,78,1,4.50,4.50,N
28,2019-04-06,14:54:35,3,666,Y,1,1,44,1,2.50,2.50,N
29,2019-04-06,15:52:48,3,517,Y,1,1,59,2,9.00,4.50,N
30,2019-04-06,16:18:57,3,707,N,1,1,54,2,5.00,2.50,N
31,2019-04-06,17:42:37,3,432,Y,1,1,58,2,7.00,3.50,N
32,2019-04-06,14:34:08,3,156,Y,1,1,25,2,4.40,2.20,N
33,2019-04-06,11:16:53,3,25,N,1,1,30,1,3.00,3.00,N
33,2019-04-06,11:16:53,3,25,N,1,5,74,1,3.50,3.50,N
34,2019-04-06,17:37:52,3,564,Y,1,1,56,1,2.55,2.55,N
34,2019-04-06,17:37:52,3,564,Y,1,5,69,1,3.25,3.25,N
35,2019-04-06,12:35:27,3,680,Y,1,1,25,1,2.20,2.20,N
36,2019-04-06,15:15:52,3,185,Y,1,1,35,1,3.10,3.10,N
37,2019-04-06,17:02:11,3,329,Y,1,1,22,1,2.00,2.00,N
38,2019-04-06,13:32:35,3,180,N,1,1,45,1,3.00,3.00,N
39,2019-04-06,17:31:41,3,612,Y,1,1,36,2,7.50,3.75,N
40,2019-04-06,13:53:30,3,735,N,1,1,36,1,3.75,3.75,N
41,2019-04-06,15:21:48,3,123,Y,1,1,49,1,3.00,3.00,N
42,2019-04-06,19:43:00,3,41,N,1,1,54,1,2.50,2.50,N
43,2019-04-06,19:42:34,3,252,Y,1,1,45,2,6.00,3.00,N
44,2019-04-06,19:04:56,3,61,Y,1,1,56,2,5.10,2.55,N
45,2019-04-06,14:25:52,3,442,N,1,1,51,2,6.00,3.00,N
46,2019-04-06,19:27:18,3,577,Y,1,1,50,2,5.00,2.50,N
47,2019-04-06,17:49:08,3,313,Y,1,1,56,2,5.10,2.55,N
47,2019-04-06,17:49:08,3,313,Y,1,5,78,1,4.50,4.50,N
48,2019-04-06,16:45:37,3,793,Y,1,1,58,2,7.00,3.50,N
48,2019-04-06,16:45:37,3,793,Y,1,5,73,1,3.75,3.75,N
49,2019-04-06,12:03:41,3,694,Y,1,1,23,2,5.00,2.50,N
50,2019-04-06,14:19:25,3,719,Y,1,1,35,1,3.10,3.10,N
51,2019-04-06,15:57:06,3,391,Y,1,1,42,2,5.00,2.50,N
52,2019-04-06,18:07:49,3,751,N,1,1,55,2,8.00,4.00,N
53,2019-04-06,12:08:52,3,188,N,1,1,60,1,3.75,3.75,N
54,2019-04-06,11:48:30,3,408,Y,1,1,54,2,5.00,2.50,N
55,2019-04-06,11:18:19,3,760,N,1,1,31,1,2.20,2.20,N
55,2019-04-06,11:18:19,3,760,N,1,5,72,1,3.25,3.25,N
56,2019-04-06,16:31:30,3,26,N,1,1,48,2,5.00,2.50,N
57,2019-04-06,14:30:42,3,409,Y,1,1,58,2,7.00,3.50,N
58,2019-04-06,18:21:38,3,640,Y,1,1,57,2,6.20,3.10,N
59,2019-04-06,16:54:16,3,174,Y,1,1,25,1,2.20,2.20,N
60,2019-04-06,12:26:08,3,205,Y,1,1,51,2,6.00,3.00,N
61,2019-04-06,15:56:14,3,465,N,1,1,22,2,4.00,2.00,N
62,2019-04-06,19:04:52,3,226,N,1,1,42,2,5.00,2.50,N
63,2019-04-06,12:03:26,3,372,Y,1,1,22,2,4.00,2.00,N
63,2019-04-06,12:03:26,3,372,Y,1,5,70,1,3.25,3.25,N
64,2019-04-06,14:09:03,3,703,N,1,1,23,1,2.50,2.50,N
65,2019-04-06,15:20:39,3,22,N,1,1,55,1,4.00,4.00,N
66,2019-04-06,17:20:28,3,748,N,1,1,25,1,2.20,2.20,N
66,2019-04-06,17:20:28,3,748,N,1,5,78,1,4.50,4.50,N
67,2019-04-06,13:39:18,3,350,Y,1,1,60,1,3.75,3.75,N
68,2019-04-06,12:27:11,3,798,Y,1,1,40,1,3.75,3.75,N
69,2019-04-06,12:42:41,3,62,N,1,1,38,2,7.50,3.75,N
70,2019-04-06,18:52:49,3,506,Y,1,1,56,2,5.10,2.55,N
71,2019-04-06,13:31:45,3,610,Y,1,1,56,2,5.10,2.55,N
72,2019-04-06,17:53:09,3,438,Y,1,1,42,1,2.50,2.50,N
73,2019-04-06,13:58:26,3,586,Y,1,1,58,1,3.50,3.50,N
74,2019-04-06,17:55:31,3,292,Y,1,1,30,2,6.00,3.00,N
75,2019-04-06,15:15:59,3,402,N,1,1,32,2,6.00,3.00,N
76,2019-04-06,15:25:48,3,460,Y,1,1,61,1,4.75,4.75,N
77,2019-04-06,15:46:33,3,495,N,1,1,41,1,4.25,4.25,N
78,2019-04-06,15:04:45,3,307,N,1,1,55,1,4.00,4.00,N
79,2019-04-06,15:36:34,3,706,N,1,1,55,2,8.00,4.00,N
80,2019-04-06,12:30:29,3,192,Y,1,1,36,2,7.50,3.75,N
81,2019-04-06,19:29:11,3,617,N,1,1,29,1,2.50,2.50,N
82,2019-04-06,12:30:56,3,54,N,1,1,35,1,3.10,3.10,N
82,2019-04-06,12:30:56,3,54,N,1,5,72,1,3.25,3.25,N
83,2019-04-06,11:58:12,3,244,Y,1,1,32,2,6.00,3.00,N
84,2019-04-06,12:52:35,3,94,N,1,1,49,2,6.00,3.00,N
85,2019-04-06,16:25:11,3,544,Y,1,1,30,2,6.00,3.00,N
86,2019-04-06,17:09:36,3,94,N,1,1,51,2,6.00,3.00,N
87,2019-04-06,18:49:14,3,509,N,1,1,54,1,2.50,2.50,N
88,2019-04-06,17:51:27,3,627,Y,1,1,61,2,9.50,4.75,N
88,2019-04-06,17:51:27,3,627,Y,1,5,74,1,3.50,3.50,N
89,2019-04-06,12:14:11,3,505,Y,1,1,57,1,3.10,3.10,N
90,2019-04-06,15:35:47,3,287,Y,1,1,30,1,3.00,3.00,N
91,2019-04-06,13:24:50,3,250,N,1,1,57,1,3.10,3.10,N
91,2019-04-06,13:24:50,3,250,N,1,5,70,1,3.25,3.25,N
92,2019-04-06,19:16:53,3,243,N,1,1,54,1,2.50,2.50,N
93,2019-04-06,17:59:35,3,545,Y,1,1,47,2,6.00,3.00,N
94,2019-04-06,15:49:52,3,23,Y,1,1,57,1,3.10,3.10,N
95,2019-04-06,14:01:03,3,213,N,1,1,51,2,6.00,3.00,N
96,2019-04-06,15:32:52,3,410,N,1,1,26,2,6.00,3.00,N
96,2019-04-06,15:32:52,3,410,N,1,5,79,1,3.75,3.75,N
97,2019-04-06,15:22:40,3,490,Y,1,1,41,2,8.50,4.25,N
98,2019-04-06,18:41:49,3,440,Y,1,1,54,2,5.00,2.50,N
99,2019-04-06,14:41:25,3,11,Y,1,1,32,2,6.00,3.00,N
100,2019-04-06,16:00:53,3,90,N,1,1,52,1,2.50,2.50,N
101,2019-04-06,19:55:59,3,308,Y,1,1,36,2,7.50,3.75,N
102,2019-04-06,14:47:20,3,764,Y,1,1,61,2,9.50,4.75,N
103,2019-04-06,17:44:56,3,363,N,1,1,52,1,2.50,2.50,N
103,2019-04-06,17:44:56,3,363,N,1,5,75,1,3.50,3.50,N
104,2019-04-06,19:11:51,3,113,Y,1,1,28,2,4.00,2.00,N
105,2019-04-06,12:04:14,3,697,N,1,1,57,2,6.20,3.10,N
106,2019-04-06,12:52:15,3,173,Y,1,1,29,2,5.00,2.50,N
106,2019-04-06,12:52:15,3,173,Y,1,5,79,1,3.75,3.75,N
107,2019-04-06,15:44:33,3,174,Y,1,1,53,1,3.00,3.00,N
108,2019-04-06,15:21:28,3,102,Y,1,1,24,2,6.00,3.00,N
109,2019-04-06,18:17:37,3,294,N,1,1,48,2,5.00,2.50,N
110,2019-04-06,15:25:13,3,403,Y,1,1,49,1,3.00,3.00,N
111,2019-04-06,15:55:34,3,395,Y,1,1,29,1,2.50,2.50,N
111,2019-04-06,15:55:34,3,395,Y,1,5,71,1,3.75,3.75,N
112,2019-04-06,16:50:42,3,19,N,1,1,44,1,2.50,2.50,N
113,2019-04-06,17:18:22,3,9,Y,1,1,33,2,7.00,3.50,N
114,2019-04-06,11:56:12,3,666,N,1,1,39,1,4.25,4.25,N
115,2019-04-06,11:36:31,3,22,Y,1,1,38,2,7.50,3.75,N
116,2019-04-06,19:05:51,3,241,N,1,1,59,1,4.50,4.50,N
117,2019-04-06,19:29:05,3,19,N,1,1,34,1,2.45,2.45,N
118,2019-04-06,18:53:01,3,172,N,1,1,52,2,5.00,2.50,N
118,2019-04-06,18:53:01,3,172,N,1,5,70,1,3.25,3.25,N
119,2019-04-06,16:07:42,3,184,N,1,1,61,1,4.75,4.75,N
120,2019-04-06,11:36:32,3,764,N,1,1,40,1,3.75,3.75,N
121,2019-04-06,14:59:17,3,735,N,1,1,23,2,5.00,2.50,N
122,2019-04-06,12:41:41,3,615,Y,1,1,50,2,5.00,2.50,N
123,2019-04-06,18:17:04,3,437,N,1,1,29,2,5.00,2.50,N
124,2019-04-06,11:38:39,3,123,Y,1,1,61,2,9.50,4.75,N
125,2019-04-06,16:20:00,3,531,N,1,1,39,2,8.50,4.25,N
126,2019-04-06,13:24:48,3,282,Y,1,1,49,2,6.00,3.00,N
127,2019-04-06,14:54:05,3,472,N,1,1,50,1,2.50,2.50,N
128,2019-04-06,18:21:46,3,496,N,1,1,60,1,3.75,3.75,N
129,2019-04-06,15:29:49,3,553,N,1,1,50,1,2.50,2.50,N
130,2019-04-06,18:15:27,3,632,Y,1,1,29,1,2.50,2.50,N
130,2019-04-06,18:15:27,3,632,Y,1,5,77,1,3.00,3.00,N
131,2019-04-06,12:28:58,3,174,N,1,1,29,1,2.50,2.50,N
132,2019-04-06,17:35:28,3,29,Y,1,1,31,1,2.20,2.20,N
133,2019-04-06,19:36:10,3,71,N,1,1,32,2,6.00,3.00,N
134,2019-04-06,14:43:46,3,587,N,1,1,37,2,6.00,3.00,N
135,2019-04-06,14:10:55,3,607,N,1,1,32,1,3.00,3.00,N
135,2019-04-06,14:10:55,3,607,N,1,5,79,1,3.75,3.75,N
136,2019-04-06,15:29:06,3,390,N,1,1,52,2,5.00,2.50,N
137,2019-04-06,12:35:08,3,2,N,1,1,56,1,2.55,2.55,N
137,2019-04-06,12:35:08,3,2,N,1,5,69,1,3.25,3.25,N
138,2019-04-06,18:18:26,3,644,Y,1,1,57,2,6.20,3.10,N
139,2019-04-06,17:20:38,3,642,Y,1,1,36,1,3.75,3.75,N
140,2019-04-06,14:35:27,3,563,N,1,1,30,1,3.00,3.00,N
141,2019-04-06,17:19:08,3,734,Y,1,1,58,2,7.00,3.50,N
142,2019-04-06,13:08:48,3,293,N,1,1,55,1,4.00,4.00,N
143,2019-04-06,12:57:33,3,26,N,1,1,40,2,7.50,3.75,N
143,2019-04-06,12:57:33,3,26,N,1,5,74,1,3.50,3.50,N
144,2019-04-06,18:02:12,3,36,N,1,1,42,1,2.50,2.50,N
145,2019-04-06,13:16:46,3,509,N,1,1,26,1,3.00,3.00,N
145,2019-04-06,13:16:46,3,509,N,1,5,77,1,3.00,3.00,N
146,2019-04-06,16:32:09,3,61,N,1,1,28,2,4.00,2.00,N
147,2019-04-06,18:38:42,3,367,N,1,1,34,1,2.45,2.45,N
148,2019-04-06,13:27:22,3,684,Y,1,1,25,1,2.20,2.20,N
149,2019-04-06,19:01:24,3,107,N,1,1,50,1,2.50,2.50,N
149,2019-04-06,19:01:24,3,107,N,1,5,75,1,3.50,3.50,N
150,2019-04-06,13:39:27,3,81,N,1,1,22,2,4.00,2.00,N
150,2019-04-06,13:39:27,3,81,N,1,5,74,1,3.50,3.50,N
151,2019-04-06,17:44:00,3,742,Y,1,1,30,2,6.00,3.00,N
152,2019-04-06,14:25:12,3,558,N,1,1,55,1,4.00,4.00,N
152,2019-04-06,14:25:12,3,558,N,1,5,79,1,3.75,3.75,N
153,2019-04-06,15:10:36,3,291,Y,1,1,34,1,2.45,2.45,N
154,2019-04-06,16:01:38,3,465,N,1,1,61,2,9.50,4.75,N
155,2019-04-06,14:54:34,3,221,Y,1,1,29,2,5.00,2.50,N
156,2019-04-06,15:22:56,3,687,N,1,1,43,1,3.00,3.00,N
157,2019-04-06,15:51:16,3,62,Y,1,1,35,1,3.10,3.10,N
157,2019-04-06,15:51:16,3,62,Y,1,5,79,1,3.75,3.75,N
158,2019-04-06,13:04:32,3,727,Y,1,1,57,1,3.10,3.10,N
159,2019-04-06,11:34:21,3,406,N,1,1,44,2,5.00,2.50,N
160,2019-04-06,19:57:06,3,29,Y,1,1,55,1,4.00,4.00,N
161,2019-04-06,18:21:20,3,561,Y,1,1,55,1,4.00,4.00,N
161,2019-04-06,18:21:20,3,561,Y,1,5,77,1,3.00,3.00,N
162,2019-04-06,15:26:13,3,523,Y,1,1,48,2,5.00,2.50,N
162,2019-04-06,15:26:13,3,523,Y,1,5,79,1,3.75,3.75,N
163,2019-04-06,14:40:47,3,204,Y,1,1,36,1,3.75,3.75,N
164,2019-04-06,13:25:07,3,567,N,1,1,29,1,2.50,2.50,N
165,2019-04-06,16:27:42,3,599,Y,1,1,52,1,2.50,2.50,N
165,2019-04-06,16:27:42,3,599,Y,1,5,78,1,4.50,4.50,N
166,2019-04-06,12:34:59,3,665,Y,1,1,31,1,2.20,2.20,N
166,2019-04-06,12:34:59,3,665,Y,1,5,74,1,3.50,3.50,N
167,2019-04-06,14:16:03,3,527,N,1,1,24,1,3.00,3.00,N
168,2019-04-06,19:42:15,3,766,Y,1,1,33,2,7.00,3.50,N
169,2019-04-06,19:04:04,3,298,N,1,1,49,1,3.00,3.00,N
170,2019-04-06,12:06:43,3,190,Y,1,1,29,1,2.50,2.50,N
170,2019-04-06,12:06:43,3,190,Y,1,5,74,1,3.50,3.50,N
171,2019-04-06,13:36:11,3,750,Y,1,1,27,1,3.50,3.50,N
171,2019-04-06,13:36:11,3,750,Y,1,5,78,1,4.50,4.50,N
172,2019-04-06,14:03:09,3,558,N,1,1,54,2,5.00,2.50,N
172,2019-04-06,14:03:09,3,558,N,1,5,72,1,3.25,3.25,N
173,2019-04-06,14:58:49,3,41,Y,1,1,57,1,3.10,3.10,N
174,2019-04-06,14:17:51,3,523,Y,1,1,36,2,7.50,3.75,N
174,2019-04-06,14:17:51,3,523,Y,1,5,70,1,3.25,3.25,N
175,2019-04-06,12:46:45,3,628,N,1,1,27,1,3.50,3.50,N
176,2019-04-06,15:19:02,3,180,Y,1,1,34,1,2.45,2.45,N
177,2019-04-06,15:47:18,3,84,Y,1,1,44,2,5.00,2.50,N
177,2019-04-06,15:47:18,3,84,Y,1,5,74,1,3.50,3.50,N
178,2019-04-06,12:23:17,3,604,N,1,1,30,1,3.00,3.00,N
179,2019-04-06,18:01:50,3,355,Y,1,1,53,2,6.00,3.00,N
179,2019-04-06,18:01:50,3,355,Y,1,5,73,1,3.75,3.75,N
180,2019-04-06,15:53:03,3,109,Y,1,1,36,1,3.75,3.75,N
181,2019-04-06,19:01:44,3,274,Y,1,1,41,2,8.50,4.25,N
181,2019-04-06,19:01:44,3,274,Y,1,5,74,1,3.50,3.50,N
182,2019-04-06,11:38:29,3,709,N,1,1,36,1,3.75,3.75,N
182,2019-04-06,11:38:29,3,709,N,1,5,72,1,3.25,3.25,N
183,2019-04-06,17:03:22,3,530,N,1,1,48,2,5.00,2.50,N
184,2019-04-06,12:02:12,3,354,Y,1,1,41,2,8.50,4.25,N
185,2019-04-06,19:25:21,3,669,N,1,1,26,2,6.00,3.00,N
185,2019-04-06,19:25:21,3,669,N,1,5,77,1,3.00,3.00,N
186,2019-04-06,13:44:03,3,338,Y,1,1,56,2,5.10,2.55,N
187,2019-04-06,19:27:50,3,259,N,1,1,40,2,7.50,3.75,N
188,2019-04-06,11:13:29,3,113,Y,1,1,44,1,2.50,2.50,N
189,2019-04-06,15:55:34,3,770,N,1,1,29,1,2.50,2.50,N
190,2019-04-06,18:12:56,3,592,N,1,1,60,2,7.50,3.75,N
191,2019-04-06,12:19:11,3,42,Y,1,1,45,2,6.00,3.00,N
192,2019-04-06,18:13:30,3,157,N,1,1,22,2,4.00,2.00,N
193,2019-04-06,15:39:00,3,242,Y,1,1,61,1,4.75,4.75,N
194,2019-04-06,11:43:27,3,762,Y,1,1,52,1,2.50,2.50,N
194,2019-04-06,11:43:27,3,762,Y,1,5,73,1,3.75,3.75,N
195,2019-04-06,19:50:17,3,152,Y,1,1,59,2,9.00,4.50,N
196,2019-04-06,13:11:21,3,277,Y,1,1,36,1,3.75,3.75,N
197,2019-04-06,17:07:37,3,319,Y,1,1,23,2,5.00,2.50,N
198,2019-04-06,15:32:45,3,298,Y,1,1,28,1,2.00,2.00,N
199,2019-04-06,16:24:57,3,761,Y,1,1,41,1,4.25,4.25,N
199,2019-04-06,16:24:57,3,761,Y,1,5,79,1,3.75,3.75,N
200,2019-04-06,19:21:08,3,311,Y,1,1,53,1,3.00,3.00,N
201,2019-04-06,14:31:02,3,148,Y,1,1,23,1,2.50,2.50,N
201,2019-04-06,14:31:02,3,148,Y,1,5,73,1,3.75,3.75,N
202,2019-04-06,19:50:55,3,455,Y,1,1,54,2,5.00,2.50,N
203,2019-04-06,11:28:50,3,214,N,1,1,31,2,4.40,2.20,N
204,2019-04-06,15:25:34,3,343,Y,1,1,58,2,7.00,3.50,N
205,2019-04-06,18:36:15,3,505,Y,1,1,43,2,6.00,3.00,N
206,2019-04-06,15:54:54,3,101,Y,1,1,51,1,3.00,3.00,N
206,2019-04-06,15:54:54,3,101,Y,1,5,71,1,3.75,3.75,N
207,2019-04-06,19:56:59,3,527,Y,1,1,31,1,2.20,2.20,N
208,2019-04-06,16:01:15,3,474,N,1,1,52,2,5.00,2.50,N
209,2019-04-06,18:07:16,3,508,Y,1,1,31,2,4.40,2.20,N
210,2019-04-06,16:58:44,3,50,N,1,1,30,1,3.00,3.00,N
210,2019-04-06,16:58:44,3,50,N,1,5,71,1,3.75,3.75,N
211,2019-04-06,19:55:10,3,196,Y,1,1,38,2,7.50,3.75,N
212,2019-04-06,19:34:16,3,531,Y,1,1,28,2,4.00,2.00,N
213,2019-04-06,17:15:20,3,317,N,1,1,55,1,4.00,4.00,N
214,2019-04-06,16:13:51,3,752,N,1,1,53,2,6.00,3.00,N
214,2019-04-06,16:13:51,3,752,N,1,5,77,1,3.00,3.00,N
215,2019-04-06,15:54:23,3,560,Y,1,1,38,1,3.75,3.75,N
216,2019-04-06,15:00:50,3,657,N,1,1,56,2,5.10,2.55,N
217,2019-04-06,15:38:48,3,729,N,1,1,56,2,5.10,2.55,N
218,2019-04-06,14:49:51,3,375,N,1,1,38,1,3.75,3.75,N
219,2019-04-06,11:09:38,3,76,N,1,1,59,1,4.50,4.50,N
220,2019-04-06,18:05:03,3,390,Y,1,1,56,2,5.10,2.55,N
221,2019-04-06,16:24:46,3,67,Y,1,1,61,2,9.50,4.75,N
222,2019-04-06,16:53:10,3,467,Y,1,1,59,1,4.50,4.50,N
223,2019-04-06,13:48:48,3,451,N,1,1,61,1,4.75,4.75,N
224,2019-04-06,16:48:11,3,528,Y,1,1,32,2,6.00,3.00,N
225,2019-04-06,11:24:28,3,66,Y,1,1,46,2,5.00,2.50,N
225,2019-04-06,11:24:28,3,66,Y,1,5,71,1,3.75,3.75,N
226,2019-04-06,13:19:39,3,534,Y,1,1,53,1,3.00,3.00,N
227,2019-04-06,14:26:47,3,776,N,1,1,38,2,7.50,3.75,N
227,2019-04-06,14:26:47,3,776,N,1,5,69,1,3.25,3.25,N
228,2019-04-06,16:38:35,3,415,Y,1,1,53,1,3.00,3.00,N
229,2019-04-06,13:59:00,3,300,Y,1,1,23,2,5.00,2.50,N
230,2019-04-06,19:01:38,3,574,N,1,1,57,1,3.10,3.10,N
230,2019-04-06,19:01:38,3,574,N,1,5,77,1,3.00,3.00,N
231,2019-04-06,16:44:05,3,335,N,1,1,29,2,5.00,2.50,N
232,2019-04-06,16:33:58,3,207,Y,1,1,36,2,7.50,3.75,N
233,2019-04-06,19:13:31,3,41,N,1,1,27,2,7.00,3.50,N
233,2019-04-06,19:13:31,3,41,N,1,5,74,1,3.50,3.50,N
234,2019-04-06,12:39:35,3,403,N,1,1,30,2,6.00,3.00,N
235,2019-04-06,11:18:47,3,305,N,1,1,58,1,3.50,3.50,N
236,2019-04-06,12:00:31,3,247,N,1,1,49,2,6.00,3.00,N
237,2019-04-06,14:54:27,3,193,Y,1,1,59,1,4.50,4.50,N
238,2019-04-06,11:47:01,3,732,Y,1,1,43,2,6.00,3.00,N
238,2019-04-06,11:47:01,3,732,Y,1,5,71,1,3.75,3.75,N
239,2019-04-06,16:25:40,3,320,Y,1,1,60,2,7.50,3.75,N
239,2019-04-06,16:25:40,3,320,Y,1,5,79,1,3.75,3.75,N
240,2019-04-06,13:21:07,3,242,Y,1,1,24,1,3.00,3.00,N
241,2019-04-06,17:00:02,3,244,Y,1,1,60,1,3.75,3.75,N
241,2019-04-06,17:00:02,3,244,Y,1,5,72,1,3.25,3.25,N
242,2019-04-06,19:15:45,3,587,Y,1,1,60,1,3.75,3.75,N
243,2019-04-06,17:43:37,3,722,Y,1,1,57,2,6.20,3.10,N
244,2019-04-06,18:23:27,3,652,N,1,1,43,1,3.00,3.00,N
245,2019-04-06,15:01:04,3,696,N,1,1,41,2,8.50,4.25,N
246,2019-04-06,12:03:35,3,715,Y,1,1,36,2,7.50,3.75,N
247,2019-04-06,12:39:58,3,44,Y,1,1,29,2,5.00,2.50,N
248,2019-04-06,16:31:21,3,116,Y,1,1,44,1,2.50,2.50,N
248,2019-04-06,16:31:21,3,116,Y,1,5,71,1,3.75,3.75,N
249,2019-04-06,16:09:48,3,714,Y,1,1,54,1,2.50,2.50,N
250,2019-04-06,14:14:41,3,45,Y,1,1,34,1,2.45,2.45,N
251,2019-04-06,18:37:39,3,115,Y,1,1,42,2,5.00,2.50,N
252,2019-04-06,16:31:01,3,473,N,1,1,26,1,3.00,3.00,N
252,2019-04-06,16:31:01,3,473,N,1,5,79,1,3.75,3.75,N
253,2019-04-06,12:36:25,3,528,Y,1,1,44,2,5.00,2.50,N
254,2019-04-06,14:00:32,3,663,N,1,1,51,2,6.00,3.00,N
255,2019-04-06,11:32:54,3,290,N,1,1,48,1,2.50,2.50,N
256,2019-04-06,18:00:30,3,26,N,1,1,31,1,2.20,2.20,N
